"Position","Const","Created","Modified","Description","Title","Original.Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors","Your.Rating","Date.Rated"
10964,"tt0388795","2025-04-22","2025-04-22","","Brokeback Mountain","Brokeback Mountain","https://www.imdb.com/title/tt0388795/","Movie","7.7","134","2005","Drama, Romance","404694","2006-01-13","Ang Lee",NA,NA
10965,"tt0110005","2025-04-22","2025-04-22","","Heavenly Creatures","Heavenly Creatures","https://www.imdb.com/title/tt0110005/","Movie","7.2","99","1994","Biography, Crime, Drama, Thriller","69589","1994-10-14","Peter Jackson",NA,NA
10966,"tt0109045","2025-04-22","2025-04-22","","The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert","https://www.imdb.com/title/tt0109045/","Movie","7.5","104","1994","Comedy, Music","58800","1994-08-10","Stephan Elliott",NA,NA
10967,"tt0407265","2025-04-22","2025-04-22","","Transamerica","Transamerica","https://www.imdb.com/title/tt0407265/","Movie","7.3","103","2005","Adventure, Comedy, Drama","42981","2006-03-03","Duncan Tucker",NA,NA
10968,"tt21192142","2025-06-19","2025-06-19","","All of Us Strangers","All of Us Strangers","https://www.imdb.com/title/tt21192142/","Movie","7.6","105","2023","Drama, Romance","73037","2023-12-22","Andrew Haigh",NA,NA
10969,"tt19637052","2025-07-08","2025-07-08","","Love Lies Bleeding","Love Lies Bleeding","https://www.imdb.com/title/tt19637052/","Movie","6.6","104","2024","Crime, Drama, Mystery, Romance, Thriller","59247","2024-05-03","Rose Glass",NA,NA
10970,"tt31790091","2025-07-08","2025-07-08","","Black Mirror: Hotel Reverie","Black Mirror: Hotel Reverie","https://www.imdb.com/title/tt31790091/","TV Episode","6.7","76","2025","Crime, Drama, Mystery, Sci-Fi, Thriller","28980","2025-04-10","Haolu Wang",NA,NA
10971,"tt22496012","2025-07-21","2025-07-21","","Jagged Mind","Jagged Mind","https://www.imdb.com/title/tt22496012/","Movie","4.5","88","2023","Horror, Thriller","1220","2023-06-15","Kelley Kali",NA,NA
10972,"tt4080768","2020-01-17","2020-01-17","","Summertime","La belle saison","https://www.imdb.com/title/tt4080768/","Movie","6.7","105","2015","Drama, Romance","6075","2015-08-19","Catherine Corsini",NA,NA
10973,"tt3289712","2020-05-17","2020-05-17","","Jenny's Wedding","Jenny's Wedding","https://www.imdb.com/title/tt3289712/","Movie","5.6","94","2015","Comedy, Drama, Romance","12319","2015-07-31","Mary Agnes Donoghue",NA,NA
10974,"tt5584782","2020-06-19","2020-06-19","","Siebzehn","Siebzehn","https://www.imdb.com/title/tt5584782/","Movie","6.3","104","2017","Drama","709","2017-04-28","Monja Art",NA,NA
10975,"tt0391537","2020-08-05","2020-08-05","","Wunschkinder und andere Zufälle","Wunschkinder und andere Zufälle","https://www.imdb.com/title/tt0391537/","TV Movie","3.5","90","2003","Comedy, Drama, Family, Romance","61","2003-11-28","Thomas Jacob",NA,NA
10976,"tt1726889","2020-08-30","2020-08-30","","You Don't Choose Your Family","On ne choisit pas sa famille","https://www.imdb.com/title/tt1726889/","Movie","5.6","103","2011","Comedy","1897","2011-11-09","Christian Clavier",NA,NA
10977,"tt11300676","2020-09-09","2020-09-09","","Bonnie & Bonnie","Bonnie & Bonnie","https://www.imdb.com/title/tt11300676/","Short","8",NA,"2019","Short, Crime","10","2019-11-20","Lena Murisier",NA,NA
10978,"tt9168992","2020-09-09","2020-09-09","","Bonnie & Bonnie","Bonnie & Bonnie","https://www.imdb.com/title/tt9168992/","Movie","5.9","90","2019","Drama, Romance","489","2019-10-24","Ali Hakim",NA,NA
10979,"tt8613070","2021-10-05","2021-10-05","","Portrait of a Lady on Fire","Portrait de la jeune fille en feu","https://www.imdb.com/title/tt8613070/","Movie","8","122","2019","Drama, Romance","120837","2020-02-14","Céline Sciamma",NA,NA
10980,"tt6304046","2021-11-11","2021-11-11","","Thelma","Thelma","https://www.imdb.com/title/tt6304046/","Movie","6.9","116","2017","Drama, Fantasy, Horror, Mystery, Romance, Sci-Fi, Thriller","38372","2017-09-15","Joachim Trier",NA,NA
10981,"tt4016934","2021-11-12","2021-11-12","","The Handmaiden","Ah-ga-ssi","https://www.imdb.com/title/tt4016934/","Movie","8.1","145","2016","Drama, Romance, Thriller","191180","2017-09-02","Park Chan-wook",NA,NA
10982,"tt0051964","2022-01-28","2022-01-28","","Mädchen in Uniform","Mädchen in Uniform","https://www.imdb.com/title/tt0051964/","Movie","7","91","1958","Drama","1900","1958-11-05","Géza von Radványi",NA,NA
10983,"tt6071168","2022-04-22","2022-04-22","","Cloud Whispers","Wer hat eigentlich die Liebe erfunden?","https://www.imdb.com/title/tt6071168/","Movie","5.8","92","2018","Comedy, Drama, Family","143","2018-05-03","Kerstin Polte",NA,NA
10984,"tt6207634","2022-04-29","2022-04-29","","Eva + Candela","¿Cómo te llamas?","https://www.imdb.com/title/tt6207634/","Movie","5.7","89","2018","Drama","253","2018-11-01","Ruth Caudeli Martí",NA,NA
10985,"tt0069753","2022-05-09","2022-05-09","","Baba Yaga","Baba Yaga","https://www.imdb.com/title/tt0069753/","Movie","5.7","89","1973","Drama, Horror","2530","1973-09-20","Corrado Farina",NA,NA
10986,"tt2622156","2022-05-18","2022-05-18","","Two Mothers","Zwei Mütter","https://www.imdb.com/title/tt2622156/","Movie","5.5","75","2013","Drama","665","2013-05-30","Anne Zohra Berrached",NA,NA
10987,"tt5978724","2022-05-19","2022-05-19","","My Days of Mercy","My Days of Mercy","https://www.imdb.com/title/tt5978724/","Movie","6.5","108","2017","Drama, Romance","6505","2019-07-05","Tali Shalom-Ezer",NA,NA
10988,"tt2278871","2022-05-21","2022-05-21","","Blue Is the Warmest Colour","La vie d'Adèle","https://www.imdb.com/title/tt2278871/","Movie","7.7","180","2013","Drama, Romance","169701","2013-10-09","Abdellatif Kechiche",NA,NA
10989,"tt6257174","2022-05-21","2022-05-21","","The Miseducation of Cameron Post","The Miseducation of Cameron Post","https://www.imdb.com/title/tt6257174/","Movie","6.6","91","2018","Comedy, Drama","26951","2018-09-07","Desiree Akhavan",NA,NA
10990,"tt0340855","2022-06-12","2022-06-12","","Monster","Monster","https://www.imdb.com/title/tt0340855/","Movie","7.3","109","2003","Biography, Crime, Drama, Thriller","168793","2004-01-30","Patty Jenkins",NA,NA
10991,"tt8717446","2022-06-21","2022-06-21","","Blackbird","Blackbird","https://www.imdb.com/title/tt8717446/","Movie","6.6","97","2019","Drama","6417","2020-09-18","Roger Michell",NA,NA
10992,"tt0842926","2022-08-21","2022-08-21","","The Kids Are All Right","The Kids Are All Right","https://www.imdb.com/title/tt0842926/","Movie","7","106","2010","Comedy, Drama, Romance","136365","2010-07-30","Lisa Cholodenko",NA,NA
10993,"tt0937373","2022-08-23","2022-08-23","","Summer Lover","Sappho","https://www.imdb.com/title/tt0937373/","Movie","4.5","88","2008","Drama, Romance","1968","2008-03-05","Robert Crombie",NA,NA
10994,"tt0108334","2022-08-31","2022-08-31","","Three of Hearts","Three of Hearts","https://www.imdb.com/title/tt0108334/","Movie","5.5","102","1993","Comedy, Romance","2265","1993-04-30","Yurek Bogayevicz, Mitch Glazer",NA,NA
10995,"tt1324058","2022-09-02","2022-09-02","","Separation City","Separation City","https://www.imdb.com/title/tt1324058/","Movie","5.7","107","2009","Comedy, Drama, Romance","1005","2009-08-06","Paul Middleditch",NA,NA
10996,"tt0118717","2022-09-15","2022-09-15","","The Big Swap","The Big Swap","https://www.imdb.com/title/tt0118717/","Movie","5.1","122","1998","Drama, Romance","493","1998-06-12","Niall Johnson",NA,NA
10997,"tt9845110","2022-11-06","2022-11-06","","Two of Us","Deux","https://www.imdb.com/title/tt9845110/","Movie","7.2","99","2019","Drama, Romance","4190","2021-02-05","Filippo Meneghetti",NA,NA
10998,"tt7983894","2023-04-29","2023-04-29","","Ammonite","Ammonite","https://www.imdb.com/title/tt7983894/","Movie","6.5","117","2020","Drama, History, Romance","25494","2020-11-13","Francis Lee",NA,NA
10999,"tt1774668","2023-05-04","2023-05-04","","Walking Towards","Camminando verso","https://www.imdb.com/title/tt1774668/","Movie","4.9","74","2011","Drama","30","2011-06-25","Roberto Cuzzillo",NA,NA
11000,"tt2967304","2024-04-19","2024-04-19","","20 Regeln für Sylvie","20 Regeln für Sylvie","https://www.imdb.com/title/tt2967304/","Movie","5.9","94","2014","Comedy, Romance","55","2014-09-18","Giacun Caduff",NA,NA
11001,"tt9893250","2024-08-27","2024-08-27","","I Care a Lot","I Care a Lot","https://www.imdb.com/title/tt9893250/","Movie","6.4","118","2020","Comedy, Crime, Drama, Thriller","154820","2021-02-19","J Blakeson",NA,NA
11002,"tt17965620","2024-09-01","2024-09-01","","Golden Years","Die goldenen Jahre","https://www.imdb.com/title/tt17965620/","Movie","6.4","92","2022","Comedy","213","2024-03-26","Barbara Kulcsar",NA,NA
11003,"tt9253740","2024-09-13","2024-09-13","","Bulldog","Bulldog","https://www.imdb.com/title/tt9253740/","Movie","5.8","95","2022","Drama","186","2023-02-02","André Szardenings",NA,NA
11004,"tt13328800","2025-04-22","2025-04-22","","Girl Picture","Tytöt tytöt tytöt","https://www.imdb.com/title/tt13328800/","Movie","6.9","100","2022","Drama, Romance","3303","2022-08-12","Alli Haapasalo",NA,NA
11005,"tt15218000","2022-08-26","2022-08-26","","Fire Island","Fire Island","https://www.imdb.com/title/tt15218000/","Movie","6.7","105","2022","Comedy, Romance","15141","2022-06-03","Andrew Ahn",NA,NA
11006,"tt14502344","2022-08-26","2022-08-26","","They/Them","They/Them","https://www.imdb.com/title/tt14502344/","Movie","4","104","2022","Drama, Horror, Mystery, Thriller","13235","2022-08-05","John Logan",NA,NA
11007,"tt10638036","2022-08-26","2022-08-26","","Heartstopper","Heartstopper","https://www.imdb.com/title/tt10638036/","TV Series","8.5","30","2022","Drama, Romance","88135","2022-04-22","",NA,NA
11008,"tt1702014","2022-08-26","2022-08-26","","The Way He Looks","Hoje Eu Quero Voltar Sozinho","https://www.imdb.com/title/tt1702014/","Movie","7.9","96","2014","Drama, Romance","28854","2014-11-07","Daniel Ribeiro",NA,NA
11009,"tt2278871","2022-08-26","2022-08-26","","Blue Is the Warmest Colour","La vie d'Adèle","https://www.imdb.com/title/tt2278871/","Movie","7.7","180","2013","Drama, Romance","169701","2013-10-09","Abdellatif Kechiche",NA,NA
11010,"tt0476991","2022-08-26","2022-08-26","","Were the World Mine","Were the World Mine","https://www.imdb.com/title/tt0476991/","Movie","6.8","95","2008","Adventure, Comedy, Fantasy, Musical, Romance","6015","2009-05-14","Tom Gustafson",NA,NA
11011,"tt6257174","2022-08-26","2022-08-26","","The Miseducation of Cameron Post","The Miseducation of Cameron Post","https://www.imdb.com/title/tt6257174/","Movie","6.6","91","2018","Comedy, Drama","26951","2018-09-07","Desiree Akhavan",NA,NA
11012,"tt0367631","2022-08-26","2022-08-26","","D.E.B.S.","D.E.B.S.","https://www.imdb.com/title/tt0367631/","Movie","5.5","91","2004","Action, Comedy, Romance","19070","2005-03-25","Angela Robinson",NA,NA
11013,"tt4016934","2022-08-27","2022-08-27","","The Handmaiden","Ah-ga-ssi","https://www.imdb.com/title/tt4016934/","Movie","8.1","145","2016","Drama, Romance, Thriller","191180","2017-09-02","Park Chan-wook",NA,NA
11014,"tt0179116","2022-08-27","2022-08-27","","But I'm a Cheerleader","But I'm a Cheerleader","https://www.imdb.com/title/tt0179116/","Movie","6.8","85","1999","Comedy, Drama, Romance","48096","2000-08-11","Jamie Babbit",NA,NA
11015,"tt14775784","2022-09-16","2022-09-16","","Great Freedom","Große Freiheit","https://www.imdb.com/title/tt14775784/","Movie","7.5","116","2021","Drama","8358","2022-05-06","Sebastian Meise",NA,NA
11016,"tt8480678","2022-10-02","2022-10-02","","Pinocchio: A True Story","Pinokkio. Pravdivaya istoriya","https://www.imdb.com/title/tt8480678/","Movie","3.2","94","2021","Animation, Family, Fantasy","1953","2022-02-17","Vasiliy Rovenskiy",NA,NA
11017,"tt8613070","2023-01-01","2023-01-01","","Portrait of a Lady on Fire","Portrait de la jeune fille en feu","https://www.imdb.com/title/tt8613070/","Movie","8","122","2019","Drama, Romance","120837","2020-02-14","Céline Sciamma",NA,NA
11018,"tt4975722","2023-01-01","2023-01-01","","Moonlight","Moonlight","https://www.imdb.com/title/tt4975722/","Movie","7.4","111","2016","Drama","343800","2016-11-18","Barry Jenkins",NA,NA
11019,"tt8430054","2023-01-01","2023-01-01","","Flee","Flugt","https://www.imdb.com/title/tt8430054/","Movie","7.9","89","2021","Documentary, Animation, Biography, Drama","20676","2021-06-17","Jonas Poher Rasmussen",NA,NA
11020,"tt1489887","2023-01-05","2023-01-05","","Booksmart","Booksmart","https://www.imdb.com/title/tt1489887/","Movie","7.1","102","2019","Comedy","137575","2019-05-24","Olivia Wilde",NA,NA
11021,"tt0115685","2023-01-05","2023-01-05","","The Birdcage","The Birdcage","https://www.imdb.com/title/tt0115685/","Movie","7.2","117","1996","Comedy","109791","1996-03-08","Mike Nichols",NA,NA
11022,"tt1650048","2023-01-05","2023-01-05","","Laurence Anyways","Laurence Anyways","https://www.imdb.com/title/tt1650048/","Movie","7.6","168","2012","Drama, Romance","22835","2013-06-28","Xavier Dolan",NA,NA
11023,"tt0810819","2023-01-05","2023-01-05","","The Danish Girl","The Danish Girl","https://www.imdb.com/title/tt0810819/","Movie","7.1","119","2015","Biography, Drama","204073","2016-01-22","Tom Hooper",NA,NA
11024,"tt7008872","2023-03-30","2023-03-30","","Boy Erased","Boy Erased","https://www.imdb.com/title/tt7008872/","Movie","6.9","115","2018","Biography, Drama","45395","2018-11-08","Joel Edgerton",NA,NA
11025,"tt0150662","2023-09-06","2023-09-06","","Show Me Love","Fucking Åmål","https://www.imdb.com/title/tt0150662/","Movie","7.5","89","1998","Comedy, Drama, Romance","57073","1998-10-23","Lukas Moodysson",NA,NA
11026,"tt8286894","2023-10-01","2023-10-01","","Rafiki","Rafiki","https://www.imdb.com/title/tt8286894/","Movie","6.8","83","2018","Drama, Romance","3507","2019-04-19","Wanuri Kahiu",NA,NA
11027,"tt10172266","2023-10-01","2023-10-01","","Red, White & Royal Blue","Red, White & Royal Blue","https://www.imdb.com/title/tt10172266/","Movie","7","118","2023","Comedy, Romance","58971","2023-08-11","Matthew López",NA,NA
11028,"tt17527468","2023-12-27","2023-12-27","","Bottoms","Bottoms","https://www.imdb.com/title/tt17527468/","Movie","6.7","91","2023","Comedy","53470","2024-02-14","Emma Seligman",NA,NA
11029,"tt8522006","2023-12-27","2023-12-27","","Happiest Season","Happiest Season","https://www.imdb.com/title/tt8522006/","Movie","6.6","102","2020","Comedy, Romance","51000","2020-11-25","Clea DuVall",NA,NA
11030,"tt19637052","2024-06-02","2024-06-02","","Love Lies Bleeding","Love Lies Bleeding","https://www.imdb.com/title/tt19637052/","Movie","6.6","104","2024","Crime, Drama, Mystery, Romance, Thriller","59247","2024-05-03","Rose Glass",NA,NA
11031,"tt24244436","2024-07-13","2024-07-13","","Housekeeping for Beginners","Domakinstvo za pocetnici","https://www.imdb.com/title/tt24244436/","Movie","6.9","107","2023","Comedy, Drama","1219","2024-06-07","Goran Stolevski",NA,NA
11032,"tt21192142","2024-02-25","2024-02-25","","All of Us Strangers","All of Us Strangers","https://www.imdb.com/title/tt21192142/","Movie","7.6","105","2023","Drama, Romance","73037","2023-12-22","Andrew Haigh",NA,NA
11033,"tt0388795","2021-11-27","2021-11-27","","Brokeback Mountain","Brokeback Mountain","https://www.imdb.com/title/tt0388795/","Movie","7.7","134","2005","Drama, Romance","404694","2006-01-13","Ang Lee",NA,NA
11034,"tt4016934","2020-07-02","2020-07-02","","The Handmaiden","Ah-ga-ssi","https://www.imdb.com/title/tt4016934/","Movie","8.1","145","2016","Drama, Romance, Thriller","191180","2017-09-02","Park Chan-wook",NA,NA
11035,"tt0790636","2020-07-02","2020-07-02","","Dallas Buyers Club","Dallas Buyers Club","https://www.imdb.com/title/tt0790636/","Movie","7.9","117","2013","Biography, Drama","537386","2013-11-22","Jean-Marc Vallée",NA,NA
11036,"tt8430054","2022-02-12","2022-02-12","","Flee","Flugt","https://www.imdb.com/title/tt8430054/","Movie","7.9","89","2021","Documentary, Animation, Biography, Drama","20676","2021-06-17","Jonas Poher Rasmussen",NA,NA
11037,"tt1659337","2020-07-02","2020-07-02","","The Perks of Being a Wallflower","The Perks of Being a Wallflower","https://www.imdb.com/title/tt1659337/","Movie","7.9","103","2012","Drama","574940","2012-10-12","Stephen Chbosky",NA,NA
11038,"tt3169706","2020-07-02","2020-07-02","","Pride","Pride","https://www.imdb.com/title/tt3169706/","Movie","7.8","119","2014","Biography, Comedy, Drama, History, Romance","63935","2014-09-12","Matthew Warchus",NA,NA
11039,"tt14444726","2023-01-21","2023-01-21","","Tár","Tár","https://www.imdb.com/title/tt14444726/","Movie","7.4","158","2022","Drama, Music","105051","2022-10-28","Todd Field",NA,NA
11040,"tt0120684","2021-05-13","2021-05-13","","Gods and Monsters","Gods and Monsters","https://www.imdb.com/title/tt0120684/","Movie","7.3","105","1998","Biography, Drama","33702","1998-11-04","Bill Condon",NA,NA
11041,"tt0379725","2020-07-02","2020-07-02","","Capote","Capote","https://www.imdb.com/title/tt0379725/","Movie","7.3","114","2005","Biography, Crime, Drama, History","146236","2006-02-03","Bennett Miller",NA,NA
11042,"tt2639344","2020-07-02","2020-07-02","","Love Is Strange","Love Is Strange","https://www.imdb.com/title/tt2639344/","Movie","6.7","94","2014","Drama, Romance","13574","2014-12-18","Ira Sachs",NA,NA
11043,"tt0449059","2021-06-28","2021-06-28","","Little Miss Sunshine","Little Miss Sunshine","https://www.imdb.com/title/tt0449059/","Movie","7.8","101","2006","Comedy, Drama","541403","2006-08-18","Jonathan Dayton, Valerie Faris",NA,NA
11044,"tt1616195","2020-07-02","2020-07-02","","J. Edgar","J. Edgar","https://www.imdb.com/title/tt1616195/","Movie","6.5","137","2011","Biography, Drama, Romance","136215","2011-11-11","Clint Eastwood",NA,NA
11045,"tt1077258","2020-07-02","2020-07-02","","Planet Terror","Planet Terror","https://www.imdb.com/title/tt1077258/","Movie","7","105","2007","Action, Comedy, Horror, Thriller","229515","2007-04-06","Robert Rodriguez",NA,NA
11046,"tt0166924","2020-07-02","2020-07-02","","Mulholland Drive","Mulholland Dr.","https://www.imdb.com/title/tt0166924/","Movie","7.9","147","2001","Drama, Mystery, Thriller","411000","2001-10-19","David Lynch",NA,NA
11047,"tt5726616","2020-07-02","2020-07-02","","Call Me by Your Name","Call Me by Your Name","https://www.imdb.com/title/tt5726616/","Movie","7.8","132","2017","Drama, Romance","343356","2018-01-19","Luca Guadagnino",NA,NA
11048,"tt0118845","2024-01-28","2024-01-28","","Happy Together","Chun gwong ja sit","https://www.imdb.com/title/tt0118845/","Movie","7.7","96","1997","Drama, Romance","36792","1997-05-30","Wong Kar-Wai",NA,NA
11049,"tt0107818","2020-07-02","2020-07-02","","Philadelphia","Philadelphia","https://www.imdb.com/title/tt0107818/","Movie","7.7","125","1993","Drama","268088","1994-01-14","Jonathan Demme",NA,NA
11050,"tt0340855","2020-07-02","2020-07-02","","Monster","Monster","https://www.imdb.com/title/tt0340855/","Movie","7.3","109","2003","Biography, Crime, Drama, Thriller","168793","2004-01-30","Patty Jenkins",NA,NA
11051,"tt0109831","2020-07-02","2020-07-02","","Four Weddings and a Funeral","Four Weddings and a Funeral","https://www.imdb.com/title/tt0109831/","Movie","7.1","117","1994","Comedy, Drama, Romance","175431","1994-04-15","Mike Newell",NA,NA
