Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1106,tt0063555,2019-12-06,2020-08-13,"Audio Commentary by critic, filmmaker, and festival programmer Tony Rayns The Color of Armenian Land, a rarely seen 1969 documentary by Mikhail Vartanov featuring footage of director Sergei Parajanov at work New video essay on the film’s symbols and references, featuring scholar James Steffen New interview with Steffen on the production of the film Documentaries from 1977 and 2003 on Armenian poet Sayat-Nova and Parajanov The Last Film, a 2015 experimental short documentary by Martiros M. Vartanov","The Color of Pomegranates","Sayat Nova",https://www.imdb.com/title/tt0063555/,Movie,7.6,79,1969,"Biography, Drama, History, Music",15440,1982-01-27,"Sergei Parajanov",,
1107,tt0112817,2019-12-06,2020-08-13,"Selected-scene Audio Commentary by production designer Bob Ziembicki and sound mixer Drew Kunin New Q&A in which Jarmusch responds to questions sent in by fans Rarely seen footage of Neil Young composing and performing the film’s score New interview with actor Gary Farmer New readings of William Blake poems by members of the cast, including Mili Avital, Alfred Molina, and Iggy Pop Deleted scenes Jarmusch’s location scouting photos","Dead Man","Dead Man",https://www.imdb.com/title/tt0112817/,Movie,7.5,121,1995,"Adventure, Drama, Western",106680,1996-05-10,"Jim Jarmusch",,
1108,tt0159097,2019-12-06,2020-08-13,"New interviews with Coppola, Lachman, actors Kirsten Dunst and Josh Hartnett, author Jeffrey Eugenides, and writer Tavi Gevinson Making of “The Virgin Suicides,” a 1998 documentary directed by Eleanor Coppola and featuring Sofia Coppola; Eleanor and Francis Ford Coppola; actors Dunst, Hartnett, Scott Glenn, Kathleen Turner, and James Woods; Eugenides; and more Lick the Star, a 1998 short film by Coppola Music video for Air’s soundtrack song “Playground Love,” directed by Coppola and her brother Roman Coppola Trailers","The Virgin Suicides","The Virgin Suicides",https://www.imdb.com/title/tt0159097/,Movie,7.2,97,1999,"Drama, Romance",180648,2000-05-19,"Sofia Coppola",,
1109,tt0040607,2019-12-06,2020-08-13,"New conversation between author Hervé Dumont (Frank Borzage: The Life and Films of a Hollywood Romantic) and film historian Peter Cowie","Moonrise","Moonrise",https://www.imdb.com/title/tt0040607/,Movie,7.0,90,1948,"Crime, Drama, Film-Noir, Romance, Thriller",3192,1948-10-01,"Frank Borzage",,
1110,tt5222918,2019-12-06,2020-08-13,"New interview with actor Sherwan Haji Footage from the press conference for the film’s premiere at the 2017 Berlin International Film Festival, featuring Kaurismäki, Haji, and actor Sakari Kuosmanen Aki and Peter, a new video essay by filmmaker Daniel Raim, based on a 1997 essay by critic Peter von Bagh, to whom The Other Side of Hope is dedicated Music videos Trailer ","The Other Side of Hope","Toivon tuolla puolen",https://www.imdb.com/title/tt5222918/,Movie,7.2,100,2017,"Comedy, Drama",14481,2017-02-03,"Aki Kaurismäki",,
1111,tt2258281,2019-12-06,2020-08-13,"New interview with Mungiu The Making of “Beyond the Hills,” a documentary from 2013, produced by Mungiu Press conference from the 2012 Cannes Film Festival, featuring Mungiu and actors Cosmina Stratan, Cristina Flutur, Valeriu Andriuţă, and Dana Tapalagă Deleted scenes Trailer","Beyond the Hills","Dupa dealuri",https://www.imdb.com/title/tt2258281/,Movie,7.5,152,2012,"Drama",13570,2012-10-26,"Cristian Mungiu",,
1112,tt4936450,2019-12-06,2020-08-13,"New interview with Mungiu Press conference from the 2016 Cannes Film Festival, featuring Mungiu and actors Adrian Titieni, Maria Drăguș, Mălina Manovici, and Rareș Andrici Deleted scenes Trailer","Graduation","Bacalaureat",https://www.imdb.com/title/tt4936450/,Movie,7.3,128,2016,"Crime, Drama",15210,2016-05-20,"Cristian Mungiu",,
1113,tt0064665,2019-12-06,2020-08-13,"Audio Commentary by director John Schlesinger and producer Jerome Hellman New video essay with commentary by Holender New photo gallery with commentary by photographer Michael Childers The Crowd Around the Cowboy, a 1969 short film made on location for Midnight Cowboy Waldo Salt: A Screenwriter’s Journey, an Academy Award–nominated documentary from 1990 by Eugene Corr and Robert Hillmann Two short documentaries from 2004 on the making and release of Midnight Cowboy Interview with actor Jon Voight on The David Frost Show from 1970 Voight’s original screen test Interview from 2000 with Schlesinger for BAFTA Los Angeles Excerpts from the 2002 BAFTA Los Angeles tribute to Schlesinger Trailer ","Midnight Cowboy","Midnight Cowboy",https://www.imdb.com/title/tt0064665/,Movie,7.8,113,1969,"Drama",127727,1969-05-25,"John Schlesinger",,
1114,tt0073363,2019-12-06,2020-08-13,"Introduction by filmmaker Martin Scorsese Signed: Lino Brocka, a 1987 documentary about the director by Christian Blackwood “Manila” . . . A Filipino Film, a 1975 documentary about the making of the film, featuring Brocka and actors Hilda Koronel and Rafael Roco Jr. New interview with critic, filmmaker, and festival programmer Tony Rayns","Manila in the Claws of Light","Maynila sa mga kuko ng liwanag",https://www.imdb.com/title/tt0073363/,Movie,7.8,125,1975,"Drama, Mystery",2982,1975-07-16,"Lino Brocka",,
1115,tt0084740,2019-12-06,2020-08-13,"Interview from 2003 with director Víctor Erice New program on the making of the film, featuring interviews from 2012 with actors Omero Antonutti, Sonsoles Aranguren, and Icíar Bollaín; cinematographerJosé Luis Alcaine; and camera operator Alfredo Mayo Hour-long episode of ¡Qué grande es el cine! from 1996, featuring film critics Miguel Marías, Miguel Rubio, and Juan Cobos discussing El Sur","El Sur","El sur",https://www.imdb.com/title/tt0084740/,Movie,7.8,95,1983,"Drama, Mystery, Romance",6923,1988-01-20,"Víctor Erice",,
1116,tt0310793,2019-12-06,2020-08-13,"Michael Moore Makes a Movie, a new documentary featuring Moore, chief archivist Carl Deal, field producers Jeff Gibbs and Meghan O’Hara, and supervising producer Tia Lessin Programs covering Moore’s return to Colorado in 2002, his 2003 Oscar win, and three film-festival interviews with Moore Excerpt from a 2002 episode of The Charlie Rose Show featuring Moore Corporate Cops, a 2000 segment from Moore’s television series The Awful Truth II Trailer","Bowling for Columbine","Bowling for Columbine",https://www.imdb.com/title/tt0310793/,Movie,8.0,120,2002,"Documentary, Crime, Drama",151100,2002-11-15,"Michael Moore",,
1117,tt0072979,2019-12-06,2020-08-13,"Audio Commentary by John Waters New conversation between Waters and critic Dennis Lim New and archival interviews with cast and crew members Mink Stole, Pat Moran, Vincent Peranio, Susan Lowe, Mary Vivian Pearce, Hilary Taylor, and Van Smith Interview from 1975 featuring Waters and cast members Divine, Stole, and David Lochary Deleted scenes and alternate takes Rare on-set footage","Female Trouble","Female Trouble",https://www.imdb.com/title/tt0072979/,Movie,7.1,89,1974,"Comedy, Crime",11356,1976-02-15,"John Waters",,
1118,tt0021156,2019-12-06,2020-08-13,"New interviews with film scholars Janet Bergstrom and Homay King; director Josef von Sternberg’s son, Nicholas; Deutsche Kinemathek curator Silke Ronneburg; and costume designer and historian Deborah Nadoolman Landis New documentary about actor Marlene Dietrich’s German origins, featuring film scholars Gerd Gemünden and Noah Isenberg New documentary on Dietrich’s status as a feminist icon, featuring film scholars Mary Desjardins, Amy Lawrence, and Patricia White The Legionnaire and the Lady, a 1936 Lux Radio Theatre adaptation of Morocco, featuring Dietrich and actor Clark Gable New video essay by critics Cristina Álvarez López and Adrian Martin The Fashion Side of Hollywood, a 1935 publicity short featuring Dietrich and costume designer Travis Banton Television interview with Dietrich from 1971","Morocco","Morocco",https://www.imdb.com/title/tt0021156/,Movie,7.0,92,1930,"Drama, Romance",8032,1930-12-06,"Josef von Sternberg",,
1119,tt0021800,2019-12-06,2020-08-13,"New interviews with film scholars Janet Bergstrom and Homay King; director Josef von Sternberg’s son, Nicholas; Deutsche Kinemathek curator Silke Ronneburg; and costume designer and historian Deborah Nadoolman Landis New documentary about actor Marlene Dietrich’s German origins, featuring film scholars Gerd Gemünden and Noah Isenberg New documentary on Dietrich’s status as a feminist icon, featuring film scholars Mary Desjardins, Amy Lawrence, and Patricia White The Legionnaire and the Lady, a 1936 Lux Radio Theatre adaptation of Morocco, featuring Dietrich and actor Clark Gable New video essay by critics Cristina Álvarez López and Adrian Martin The Fashion Side of Hollywood, a 1935 publicity short featuring Dietrich and costume designer Travis Banton Television interview with Dietrich from 1971","Dishonored","Dishonored",https://www.imdb.com/title/tt0021800/,Movie,7.2,91,1931,"Drama, Romance, War",3420,1931-04-04,"Josef von Sternberg",,
1120,tt0023458,2019-12-06,2020-08-13,"New interviews with film scholars Janet Bergstrom and Homay King; director Josef von Sternberg’s son, Nicholas; Deutsche Kinemathek curator Silke Ronneburg; and costume designer and historian Deborah Nadoolman Landis New documentary about actor Marlene Dietrich’s German origins, featuring film scholars Gerd Gemünden and Noah Isenberg New documentary on Dietrich’s status as a feminist icon, featuring film scholars Mary Desjardins, Amy Lawrence, and Patricia White The Legionnaire and the Lady, a 1936 Lux Radio Theatre adaptation of Morocco, featuring Dietrich and actor Clark Gable New video essay by critics Cristina Álvarez López and Adrian Martin The Fashion Side of Hollywood, a 1935 publicity short featuring Dietrich and costume designer Travis Banton Television interview with Dietrich from 1971","Shanghai Express","Shanghai Express",https://www.imdb.com/title/tt0023458/,Movie,7.3,82,1932,"Adventure, Drama, Film-Noir, Romance",11327,1932-02-12,"Josef von Sternberg",,
1121,tt0022698,2019-12-06,2020-08-13,"New interviews with film scholars Janet Bergstrom and Homay King; director Josef von Sternberg’s son, Nicholas; Deutsche Kinemathek curator Silke Ronneburg; and costume designer and historian Deborah Nadoolman Landis New documentary about actor Marlene Dietrich’s German origins, featuring film scholars Gerd Gemünden and Noah Isenberg New documentary on Dietrich’s status as a feminist icon, featuring film scholars Mary Desjardins, Amy Lawrence, and Patricia White The Legionnaire and the Lady, a 1936 Lux Radio Theatre adaptation of Morocco, featuring Dietrich and actor Clark Gable New video essay by critics Cristina Álvarez López and Adrian Martin The Fashion Side of Hollywood, a 1935 publicity short featuring Dietrich and costume designer Travis Banton Television interview with Dietrich from 1971 ","Blonde Venus","Blonde Venus",https://www.imdb.com/title/tt0022698/,Movie,7.1,93,1932,"Drama",6096,1932-09-23,"Josef von Sternberg",,
1122,tt0026276,2019-12-06,2020-08-13,"New interviews with film scholars Janet Bergstrom and Homay King; director Josef von Sternberg’s son, Nicholas; Deutsche Kinemathek curator Silke Ronneburg; and costume designer and historian Deborah Nadoolman Landis New documentary about actor Marlene Dietrich’s German origins, featuring film scholars Gerd Gemünden and Noah Isenberg New documentary on Dietrich’s status as a feminist icon, featuring film scholars Mary Desjardins, Amy Lawrence, and Patricia White The Legionnaire and the Lady, a 1936 Lux Radio Theatre adaptation of Morocco, featuring Dietrich and actor Clark Gable New video essay by critics Cristina Álvarez López and Adrian Martin The Fashion Side of Hollywood, a 1935 publicity short featuring Dietrich and costume designer Travis Banton Television interview with Dietrich from 1971","The Devil Is a Woman","The Devil Is a Woman",https://www.imdb.com/title/tt0026276/,Movie,6.9,79,1935,"Comedy, Drama, Romance",4153,1935-03-15,"Josef von Sternberg",,
1123,tt0094812,2019-12-06,2020-08-13,"Audio Commentary by Ron Shelton Audio Commentary by actors Kevin Costner and Tim Robbins New conversation between Shelton and film critic Michael Sragow Program from 2001 featuring interviews with cast and crew, including Shelton, Costner, Robbins, and actor Susan Sarandon Appreciation of the film from 2008 featuring former players, broadcasters, and sports-film aficionados NBC Nightly News piece from 1993 on the final season of baseball at Durham Athletic Park, where Bull Durham takes place and was shot Interview with Max Patkin, known as the Clown Prince of Baseball, from a 1991 episode of NBC’s Today Trailer","Bull Durham","Bull Durham",https://www.imdb.com/title/tt0094812/,Movie,7.0,108,1988,"Comedy, Romance, Sport",62394,1988-06-15,"Ron Shelton",,
1124,tt0060635,2019-12-06,2020-08-13,"New interview with actor Shangkuan Ling-fung Interview from 2016 with actor Shih Chun New scene analysis by author and New York Asian Film Festival cofounder Grady Hendrix Newsreel footage of the film’s 1967 premiere in Taipei, Taiwan Trailer","Dragon Inn","Long men kezhan",https://www.imdb.com/title/tt0060635/,Movie,7.4,111,1967,"Action, Adventure",3993,1967-10-21,"King Hu",,
1125,tt0098724,2019-12-06,2020-08-13,"Audio Commentary by Steven Soderbergh in conversation with filmmaker Neil LaBute New introduction by Soderbergh Interviews with Soderbergh from 1990 and 1992 New documentary about the making of the film, featuring actors Peter Gallagher, Andie MacDowell, and Laura San Giacomo Interview from 1989 with actor James Spader New conversation between sound editor/re-recording mixer Larry Blake and composer Cliff Martinez Deleted scene with commentary by Soderbergh Demonstration of sound restorations through the years Trailers","Sex, Lies, and Videotape","Sex, Lies, and Videotape",https://www.imdb.com/title/tt0098724/,Movie,7.2,100,1989,"Drama",62612,1989-09-22,"Steven Soderbergh",,
1126,tt0038733,2019-12-06,2020-08-13,"Audio Commentary by film scholar Ian Christie Interview from 2008 with filmmaker Martin Scorsese New interview with editor Thelma Schoonmaker, director Michael Powell’s widow New short documentary on the film’s special effects featuring film historian Craig Barron and visual-effects artist Harrison Ellenshaw The Colour Merchant, a 1998 short film featuring cinematographer Jack Cardiff The South Bank Show: “Michael Powell,” a 1986 television program featuring Powell Restoration demonstration","A Matter of Life and Death","A Matter of Life and Death",https://www.imdb.com/title/tt0038733/,Movie,8.0,104,1946,"Drama, Fantasy, Romance, War",26895,1947-03,"Michael Powell, Emeric Pressburger",,
1127,tt0083613,2019-12-06,2020-08-13,"New interview with actor and producer Edward James Olmos New interview with Chon A. Noriega, author of Shot in America: Television, the State, and the Rise of Chicano Cinema Cast-and-crew panel from 2016 including Olmos; director Robert M. Young; producer Moctesuma Esparza; cinematographer Reynaldo Villalobos; and actors Bruce McGill, Tom Bower, Rosanna DeSoto, and Pepe Serna","American Playhouse: The Ballad of Gregorio Cortez","American Playhouse: The Ballad of Gregorio Cortez",https://www.imdb.com/title/tt0083613/,TV Episode,7.0,105,1982,"Drama",1107,1982-06-29,"Robert M. Young",,
1128,tt0084698,2019-12-06,2020-08-13,"Audio Commentary by director Susan Seidelman New interviews with Seidelman and actor Susan Berman And You Act Like One Too (1976) and Yours Truly, Andrea G. Stern (1979), two early shorts by Seidelman, with new introductions by the director","Smithereens","Smithereens",https://www.imdb.com/title/tt0084698/,Movie,6.7,93,1982,"Drama, Music",2942,1983-02-25,"Susan Seidelman",,
1129,tt0478304,2019-12-06,2020-08-13,"New extended version of the film featuring an additional fifty minutes of footage Exploring “The Tree of Life,” a 2011 documentary featuring collaborators and admirers of Malick’s, including filmmakers David Fincher and Christopher Nolan New interviews with actor Jessica Chastain and senior visual-effects supervisor Dan Glass New video essay by critic Benjamin B about the film’s cinematography and style, featuring audio interviews with Lubezki, production designer Jack Fisk, and other crew members New interview with critic Alex Ross about Malick’s use of classical music Video essay from 2011 by critic Matt Zoller Seitz and editor Serena Bramble Trailer","The Tree of Life","The Tree of Life",https://www.imdb.com/title/tt0478304/,Movie,6.8,139,2011,"Drama, Fantasy",189201,2011-05-17,"Terrence Malick",,
